japanese,english
がくえんどおり,Gakuendōri
学園通り,Gakuendōri
あわやまかわ,Awa Yamakawa
阿波山川,Awa Yamakawa
しらやま,Shirayama
白山,Shirayama
へがわ,Hegawa
辺川,Hegawa
いど,Ido
井戸,Ido
くもんみょう,Kumonmyō
公文明,Kumonmyō
やませ,Yamase
山瀬,Yamase
ながお,Nagao
長尾,Nagao
おおまち,Ōmachi
大町,Ōmachi
やくりしんみち,Yakurishinmichi
八栗新道,Yakurishinmichi
さぬきむれ,Sanukimure
讃岐牟礼,Sanukimure
しおや,Shioya
塩屋,Shioya
ふさざき,Fusazaki
房前,Fusazaki
はら,Hara
原,Hara
ぞうだ,Zōda
造田,Zōda
ことでんしど,Kotodenshido
琴電志度,Kotodenshido
しど,Shido
志度,Shido
おれんじたうん,Orenji Taun
オレンジタウン,Orenji Taun
がく,Gaku
学,Gaku
やまがわち,Yamagawachi
山河内,Yamagawachi
かんざき,Kanzaki
神前,Kanzaki
あわかわしま,Awa Kawashima
阿波川島,Awa Kawashima
にしおえ,Nishioe
西麻植,Nishioe
さぬきつだ,Sanuki Tsuda
讃岐津田,Sanuki Tsuda
ひわさ,Hiwasa
日和佐,Hiwasa
かもじま,Kamojima
鴨島,Kamojima
きたがわち,Kitagawachi
北河内,Kitagawachi
つるわ,Tsuruwa
鶴羽,Tsuruwa
おえづか,Oezuka
麻植塚,Oezuka
にぶ,Nibu
丹生,Nibu
うしのしま,Ushinoshima
牛島,Ushinoshima
きき,Kiki
木岐,Kiki
さんぼんまつ,Sanbonmatsu
三本松,Sanbonmatsu
しもうら,Shimoura
下浦,Shimoura
たいのはま,Tainohama
田井ノ浜,Tainohama
ゆき,Yuki
由岐,Yuki
さぬきしろとり,Sanuki Shirotori
讃岐白鳥,Sanuki Shirotori
いしい,Ishii
石井,Ishii
ひけた,Hiketa
引田,Hiketa
あわふくい,Awa Fukui
阿波福井,Awa Fukui
ふちゅう,Fuchū
府中,Fuchū
あらたの,Aratano
新野,Aratano
さぬきあいおい,Sanukiaioi
讃岐相生,Sanukiaioi
いたの,Itano
板野,Itano
あわおおみや,Awa Ōmiya
阿波大宮,Awa Ōmiya
あくい,Akui
鮎喰,Akui
くわの,Kuwano
桑野,Kuwano
あわかわばた,Awa Kawabata
阿波川端,Awa Kawabata
くらもと,Kuramoto
蔵本,Kuramoto
じぞうばし,Jizōbashi
地蔵橋,Jizōbashi
ぶんかのもり,Bunka Nomori
文化の森,Bunka Nomori
にけんや,Nikenya
二軒屋,Nikenya
ちゅうでん,Chūden
中田,Chūden
ばんどう,Bandō
板東,Bandō
あわとみだ,Awa Tomida
阿波富田,Awa Tomida
とくしま,Tokushima
徳島,Tokushima
よしなり,Yoshinari
吉成,Yoshinari
しょうずい,Shōzui
勝瑞,Shōzui
あわたちばな,Awa Tachibana
阿波橘,Awa Tachibana
たつえ,Tatsue
立江,Tatsue
あわあかいし,Awa Akaishi
阿波赤石,Awa Akaishi
いけのたに,Ikenotani
池谷,Ikenotani
はのうら,Hanoura
羽ノ浦,Hanoura
みのばやし,Minobayashi
見能林,Minobayashi
あわおおたに,Awa Ōtani
阿波大谷,Awa Ōtani
にしはら,Nishihara
西原,Nishihara
あなん,Anan
阿南,Anan
あわなかしま,Awa Nakashima
阿波中島,Awa Nakashima
たつみち,Tatsumichi
立道,Tatsumichi
きょうかいまえ,Kyōkaimae
教会前,Kyōkaimae
こんぴらまえ,Konpiramae
金比羅前,Konpiramae
むや,Muya
撫養,Muya
なると,Naruto
鳴門,Naruto
たの,Tano
田野,Tano
なはり,Nahari
奈半利,Nahari
みだみ,Midami
美談,Midami
なおえ,Naoe
直江,Naoe
たぶし,Tabushi
旅伏,Tabushi
うんしゅうひらた,Unshū Hirata
雲州平田,Unshū Hirata
ぬのざき,Nunozaki
布崎,Nunozaki
こゆうかんしんえき,Koyūkan-shineki
湖遊館新駅,Koyūkan-shineki
しょうばら,Shōbara
荘原,Shōbara
その,Sono
園,Sono
いちばたぐち,Ichibataguchi
一畑口,Ichibataguchi
きすき,Kisuki
木次,Kisuki
かもなか,Kamonaka
加茂中,Kamonaka
いのなだ,Inonada
伊野灘,Inonada
しんじ,Shinji
宍道,Shinji
みなみしんじ,Minamishinji
南宍道,Minamishinji
ひのぼり,Hinobori
日登,Hinobori
みなみだいとう,Minamidaitō
南大東,Minamidaitō
つのもり,Tsunomori
津ノ森,Tsunomori
はたや,Hataya
幡屋,Hataya
たかのみや,Takanomiya
高ノ宮,Takanomiya
いずもだいとう,Izumo Daitō
出雲大東,Izumo Daitō
まつえフォーゲルパーク,Matsue Fogeru Paaku
松江フォーゲルパーク,Matsue Fogeru Paaku
きまち,Kimachi
来待,Kimachi
あいかまち,Aikamachi
秋鹿町,Aikamachi
しもくの,Shimokuno
下久野,Shimokuno
いずもやしろ,Izumo Yashiro
出雲八代,Izumo Yashiro
ながえ,Nagae
長江,Nagae
あかひがおか,Asahigaoka
朝日ヶ丘,Asahigaoka
まつえイングリッシュガーデンまえ,Matsue Ingurisshu Gaaden-mae
松江イングリッシュガーデン前,Matsue Ingurisshu Gaaden-mae
たまつくりおんせん,Tamatsukuri Onsen
玉造温泉,Tamatsukuri Onsen
まつえしんじこおんせん,Matsue Shinjiko Onsen
松江しんじ湖温泉,Matsue Shinjiko Onsen
のぎ,Nogi
乃木,Nogi
まつえ,Matsue
松江,Matsue
ひがしまつえ,Higashimatsue
東松江,Higashimatsue
いや,Iya
揖屋,Iya
あらしま,Arashima
荒島,Arashima
さかいみなと,Sakaiminato
境港,Sakaiminato
ばばさきちょう,Babasakichō
馬場崎町,Babasakichō
あがりみち,Agarimichi
上道,Agarimichi
あまりこ,Amariko
余子,Amariko
たかまつちょう,Takamatsuchō
高松町,Takamatsuchō
なかはま,Nakahama
中浜,Nakahama
おおしのづ,Ōshinozu
大篠津,Ōshinozu
やすぎ,Yasugi
安来,Yasugi
おおしのづちょう,Ōshinoduchō
大篠津町,Ōshinoduchō
わだはま,Wadahama
和田浜,Wadahama
ゆみがはま,Yumigahama
弓ヶ浜,Yumigahama
かわさきぐち,Kawasakiguchi
河崎口,Kawasakiguchi
さんぼんまつぐち,Sanbonmatsuguchi
三本松口,Sanbonmatsuguchi
よなご,Yonago
米子,Yonago
ふじみちょう,Fujimichō
富士見町,Fujimichō
ばくろうまち,Bakurōmachi
博労町,Bakurōmachi
ひがしやまこうえん,Higashiyama Kōen
東山公園,Higashiyama Kōen
きしもと,Kishimoto
岸本,Kishimoto
ほうきみぞぐち,Hōki Mizoguchi
伯耆溝口,Hōki Mizoguchi
よどえ,Yodoe
淀江,Yodoe
むこ,Muko
武庫,Muko
だいせんぐち,Daisenguchi
大山口,Daisenguchi
えび,Ebi
江尾,Ebi
なわ,Nawa
名和,Nawa
みくりや,Mikuriya
御来屋,Mikuriya
しもいち,Shimoichi
下市,Shimoichi
なかやまぐち,Nakayamaguchi
中山口,Nakayamaguchi
あかさき,Akasaki
赤碕,Akasaki
やばせ,Yabase
八橋,Yabase
うらやす,Urayasu
浦安,Urayasu
ゆら,Yura
由良,Yura
しもほうじょう,Shimohōjō
下北条,Shimohōjō
くらよし,Kurayoshi
倉吉,Kurayoshi
しらいち,Shiraichi
白市,Shiraichi
いりの,Irino
入野,Irino
たけはら,Takehara
竹原,Takehara
こうち,Kouchi
河内,Kouchi
おおのり,Ōnori
大乗,Ōnori
あきながはま,Akinagahama
安芸長浜,Akinagahama
にしみよし,Nishimiyoshi
西三次,Nishimiyoshi
おぜきやま,Ozekiyama
尾関山,Ozekiyama
みよし,Miyoshi
三次,Miyoshi
ただのうみ,Tadanoumi
忠海,Tadanoumi
やつぎ,Yatsugi
八次,Yatsugi
ほんごう,Hongō
本郷,Hongō
かみすぎ,Kamisugi
神杉,Kamisugi
しおまち,Shiomachi
塩町,Shiomachi
あきさいざき,Akisaizaki
安芸幸崎,Akisaizaki
しもわち,Shimowachi
下和知,Shimowachi
みらさか,Mirasaka
三良坂,Mirasaka
すなみ,Sunami
須波,Sunami
やまのうち,Yamanouchi
山ノ内,Yamanouchi
きさ,Kisa
吉舎,Kisa
ななつか,Nanatsuka
七塚,Nanatsuka
びんごみっかいち,Bingo Mikka-ichi
備後三日市,Bingo Mikka-ichi
びんごやすだ,Bingo Yasuda
備後安田,Bingo Yasuda
びんごしょうばら,Bingo Shōbara
備後庄原,Bingo Shōbara
かじた,Kajita
梶田,Kajita
こうぬ,Kōnu
甲奴,Kōnu
びんごみかわ,Bingo Mikawa
備後三川,Bingo Mikawa
おのみち,Onomichi
尾道,Onomichi
いずもみなり,Izumo Minari
出雲三成,Izumo Minari
しんおのみち,Shinonomichi
新尾道,Shinonomichi
たか,Taka
高,Taka
じょうげ,Jōge
上下,Jōge
びんごやの,Bingo Yano
備後矢野,Bingo Yano
かわさ,Kawasa
河佐,Kawasa
ひらこ,Hirako
平子,Hirako
かめだけ,Kamedake
亀嵩,Kamedake
ひがしおのみち,Higashionomichi
東尾道,Higashionomichi
なかはた,Nakahata
中畑,Nakahata
しもかわべ,Shimokawabe
下川辺,Shimokawabe
びんごさいじょう,Bingo Saijō
備後西城,Bingo Saijō
やかわ,Yakawa
八川,Yakawa
ひばやま,Hibayama
比婆山,Hibayama
まつなが,Matsunaga
松永,Matsunaga
いずもよこた,Izumo Yokota
出雲横田,Izumo Yokota
ゆき,Yuki
油木,Yuki
みいのはら,Miinohara
三井野原,Miinohara
ふちゅう,Fuchū
府中,Fuchū
いずもさかね,Izumo Sakane
出雲坂根,Izumo Sakane
うかい,Ukai
鵜飼,Ukai
たかぎ,Takagi
高木,Takagi
びんごおちあい,Bingo Ochiai
備後落合,Bingo Ochiai
しんいち,Shinichi
新市,Shinichi
かみとで,Kamitode
上戸手,Kamitode
びんごあかさか,Bingo Akasaka
備後赤坂,Bingo Akasaka
どうごやま,Dōgoyama
道後山,Dōgoyama
とで,Tode
戸手,Tode
ちかた,Chikata
近田,Chikata
おぬか,Onuka
小奴可,Onuka
えきや,Ekiya
駅家,Ekiya
びんごほんじょう,Bingo Honjō
備後本庄,Bingo Honjō
びんごやわた,Bingo Yawata
備後八幡,Bingo Yawata
うちな,Uchina
内名,Uchina
まなぐら,Managura
万能倉,Managura
ふくやま,Fukuyama
福山,Fukuyama
よこお,Yokō
横尾,Yokō
みちのうえ,Michinoue
道上,Michinoue
とうじょう,Tōjō
東城,Tōjō
ゆだむら,Yudamura
湯田村,Yudamura
かんなべ,Kannabe
神辺,Kannabe
ゆの,Yuno
湯野,Yuno
ひがしふくやま,Higashifukuyama
東福山,Higashifukuyama
ごりょう,Goryō
御領,Goryō
のち,Nochi
野馳,Nochi
だいもん,Daimon
大門,Daimon
やがみ,Yagami
矢神,Yagami
こもりうたのさとたかや,Komoriuta-no-Satotakaya
子守唄の里高屋,Komoriuta-no-Satotakaya
いちおか,Ichioka
市岡,Ichioka
いずえ,Izue
いずえ,Izue
しょうやま,Shōyama
生山,Shōyama
さかね,Sakane
坂根,Sakane
いはら,Ihara
井原,Ihara
かみいわみ,Kamiiwami
上石見,Kamiiwami
いわみつが,Iwami Tsuga
石見都賀,Iwami Tsuga
しんごう,Shingō
新郷,Shingō
あしだち,Ashidachi
足立,Ashidachi
そううんのさとえばら,Sōun-no-Satoebara
早雲の里荏原,Sōun-no-Satoebara
くろさか,Kurosaka
黒坂,Kurosaka
ぬのはら,Nunohara
布原,Nunohara
さとしょう,Satoshō
里庄,Satoshō
おだ,Oda
小田,Oda
にいみ,Niimi
新見,Niimi
かもがた,Kamogata
鴨方,Kamogata
いしが,Ishiga
石蟹,Ishiga
やかげ,Yakage
矢掛,Yakage
いくら,Ikura
井倉,Ikura
こんこう,Konkō
金光,Konkō
いわやま,Iwayama
岩山,Iwayama
みたに,Mitani
三谷,Mitani
ほうこく,Hōkoku
方谷,Hōkoku
びっちゅうひろせ,Bitchū Hirose
備中広瀬,Bitchū Hirose
びっちゅうかわも,Bitchū Kawamo
備中川面,Bitchū Kawamo
たじべ,Tajibe
丹治部,Tajibe
びっちゅうたかはし,Bitchū Takahashi
備中高梁,Bitchū Takahashi
びっちゅうくれせ,Bitchū Kurese
備中呉妹,Bitchū Kurese
しんくらしき,Shinkurashiki
新倉敷,Shinkurashiki
きのやま,Kinoyama
木野山,Kinoyama
おさかべ,Osakabe
刑部,Osakabe
みなぎ,Minagi
美袋,Minagi
きびのまきび,Kibinomakibi
吉備真備,Kibinomakibi
みつびしじこうまえ,Mitsubishi Jikō-mae
三菱自工前,Mitsubishi Jikō-mae
とみはら,Tomihara
富原,Tomihara
ひわ,Hiwa
日羽,Hiwa
ときわ,Tokiwa
常盤,Tokiwa
にしあち,Nishiachi
西阿知,Nishiachi
かわべじゅく,Kawabejuku
川辺宿,Kawabejuku
さかえ,Sakae
栄,Sakae
やよい,Yayoi
弥生,Yayoi
ふくい,Fukui
福井,Fukui
にしとみい,Nishitomii
西富井,Nishitomii
うらた,Urata
浦田,Urata
きゅうじょうまえ,Kyūjōmae
球場前,Kyūjōmae
きよね,Kiyone
清音,Kiyone
ごうけい,Gōkei
豪渓,Gōkei
そうじゃ,Sōja
総社,Sōja
こじま,Kojima
児島,Kojima
くらしきし,Kurashikishi
倉敷市,Kurashikishi
くらしき,Kurashiki
倉敷,Kurashiki
ひがしそうじゃ,Higashisōja
東総社,Higashisōja
つきだ,Tsukida
月田,Tsukida
かみのちょう,Kaminochō
上の町,Kaminochō
きみ,Kimi
木見,Kimi
はっとり,Hattori
服部,Hattori
ちゅうごくかつやま,Chūgoku Katsuyama
中国勝山,Chūgoku Katsuyama
うえまつ,Uematsu
植松,Uematsu
なかしょう,Nakashō
中庄,Nakashō
ちゃやまち,Chayamachi
茶屋町,Chayamachi
ひこさき,Hikosaki
彦崎,Hikosaki
くぐはら,Kuguhara
久々原,Kuguhara
あしもり,Ashimori
足守,Ashimori
はやしま,Hayashima
早島,Hayashima
びぜんかたおか,Bizen Kataoka
備前片岡,Bizen Kataoka
びっちゅうたかまつ,Bitchū Takamatsu
備中高松,Bitchū Takamatsu
びっちゅうみしま,Bitchū Mishima
備中箕島,Bitchū Mishima
はざかわ,Hazakawa
迫川,Hazakawa
くせ,Kuse
久世,Kuse
みまさかおちあい,Mimasaka Ochiai
美作落合,Mimasaka Ochiai
にわせ,Niwase
庭瀬,Niwase
きびつ,Kibitsu
吉備津,Kibitsu
つねやま,Tsuneyama
常山,Tsuneyama
こみ,Komi
古見,Komi
せのお,Senō
妹尾,Senō
びぜんいちのみや,Bizen Ichinomiya
備前一宮,Bizen Ichinomiya
きたながせ,Kitanagase
北長瀬,Kitanagase
だいあんじ,Daianji
大安寺,Daianji
びぜんにしいち,Bizen Nishi-ichi
備前西市,Bizen Nishi-ichi
びぜんみかど,Bizen Mikado
備前三門,Bizen Mikado
みまさかおいわけ,Mimasaka Oiwake
美作追分,Mimasaka Oiwake
たけべ,Takebe
建部,Takebe
ふくわたり,Fukuwatari
福渡,Fukuwatari
つぼい,Tsuboi
坪井,Tsuboi
うしぶちだんちまえ,Ushibuchi Danchi-mae
牛渕団地前,Ushibuchi Danchi-mae
うしぶち,Ushibuchi
牛渕,Ushibuchi
たのくぼ,Tanokubo
田窪,Tanokubo
みなら,Minara
見奈良,Minara
あいだいいがくぶみなみぐち,Aidai Igakubu-minamiguchi
愛大医学部南口,Aidai Igakubu-minamiguchi
よこがわら,Yokogawara
横河原,Yokogawara
いよかめおか,Iyo Kameoka
伊予亀岡,Iyo Kameoka
おおにし,Ōnishi
大西,Ōnishi
なみかた,Namikata
波方,Namikata
よしな,Yoshina
吉名,Yoshina
いよとみた,Iyo Tomita
伊予富田,Iyo Tomita
あそう,Asō
吾桑,Asō
とがの,Togano
斗賀野,Togano
いよさくらい,Iyo Sakurai
伊予桜井,Iyo Sakurai
いよみよし,Iyo Miyoshi
伊予三芳,Iyo Miyoshi
さかわ,Sakawa
佐川,Sakawa
にしさかわ,Nishisakawa
西佐川,Nishisakawa
えりのの,Erinono
襟野々,Erinono
たまのえ,Tamanoe
玉之江,Tamanoe
いよこまつ,Iyo Komatsu
伊予小松,Iyo Komatsu
いよひみ,Iyo Himi
伊予氷見,Iyo Himi
とさかも,Tosa Kamo
土佐加茂,Tosa Kamo
いしづちやま,Ishizuchiyama
石鎚山,Ishizuchiyama
おかばな,Okabana
岡花,Okabana
いよさいじょう,Iyo Saijō
伊予西条,Iyo Saijō
くさか,Kusaka
日下,Kusaka
おむらじんじゃまえ,Omurajinjamae
小村神社前,Omurajinjamae
はかわ,Hakawa
波川,Hakawa
いの,Ino
伊野,Ino
いのえきまえ,Ino-eki-mae
伊野駅前,Ino-eki-mae
なるたに,Narutani
鳴谷,Narutani
なかはぎ,Nakahagi
中萩,Nakahagi
きたやま,Kitayama
北山,Kitayama
きたうち,Kitauchi
北内,Kitauchi
いのしょうぎょうまえ,Ino Shōgyō-mae
伊野商業前,Ino Shōgyō-mae
えだかわ,Edakawa
枝川,Edakawa
なかやま,Nakayama
中山,Nakayama
やしろどおり,Yashirodōri
八代通,Yashirodōri
うじだんちまえ,Ujidanchi-mae
宇治団地前,Ujidanchi-mae
こうない,Kōnai
咥内,Kōnai
みやのおく,Miya-no-Oku
宮の奥,Miya-no-Oku
あさくらじんじゃまえ,Asakura-jinja-mae
朝倉神社前,Asakura-jinja-mae
あさくらえきまえ,Asakura-eki-mae
朝倉駅前,Asakura-eki-mae
あさくら,Asakura
朝倉,Asakura
あけぼのちょう,Akebonochō
曙町,Akebonochō
あけぼのちょうひがしまち,Akebonochō-higashimachi
曙町東町,Akebonochō-higashimachi
かもべ,Kamobe
鴨部,Kamobe
かがみがわばし,Kagamigawabashi
鏡川橋,Kagamigawabashi
こうちしょうぎょうまえ,Kōchi Shōgyō-mae
高知商業前,Kōchi Shōgyō-mae
ほたるばし,Hotarubashi
蛍橋,Hotarubashi
あさひまちさんちょうめ,Asahimachi Sanchōme
旭町三丁目,Asahimachi Sanchōme
あさひえきまえどおり,Asahi-eki-mae-dōri
旭駅前通,Asahi-eki-mae-dōri
あさひ,Asahi
旭,Asahi
あさひまちいっちょうめ,Asahimachi Itchōme
旭町一丁目,Asahimachi Itchōme
かみまちごちょうめ,Kamimachi Go-chōme
上町五丁目,Kamimachi Go-chōme
かみまちよんちょうめ,Kamimachi Yon-chōme
上町四丁目,Kamimachi Yon-chōme
かみまちにちょうめ,Kamimachi Ni-chōme
上町二丁目,Kamimachi Ni-chōme
たきはま,Takihama
多喜浜,Takihama
かみまちいっちょうめ,Kamimachi Itchōme
上町一丁目,Kamimachi Itchōme
えんぎょうじぐち,Engyōjiguchi
円行寺口,Engyōjiguchi
ますがた,Masugata
枡形,Masugata
ぐらんどどおり,Gurando-dōri
グランド通,Gurando-dōri
けんちょうまえ,Kenchō-mae
県庁前,Kenchō-mae
こうちじょうまえ,Kōchijōmae
高知城前,Kōchijōmae
いりあけ,Iriake
入明,Iriake
おおはしどおり,Ōhashi-dōri
大橋通,Ōhashi-dōri
ほりづめ,Horizume
堀詰,Horizume
うめのつじ,Umenotsuji
梅の辻,Umenotsuji
さんばしどおりいっちょうめ,Sanbashi-dōri Itchōme
桟橋通一丁目,Sanbashi-dōri Itchōme
さんばしどおりにちょうめ,Sanbashi-dōri Ni-chōme
桟橋通二丁目,Sanbashi-dōri Ni-chōme
さんばしどおりさんちょうめ,Sanbashi-dōri San-chōme
桟橋通三丁目,Sanbashi-dōri San-chōme
さんばしどおりよんちょうめ,Sanbashi-dōri Yon-chōme
桟橋通四丁目,Sanbashi-dōri Yon-chōme
さんばししゃこまえ,Sanbashi Shako-mae
浅橋車庫前,Sanbashi Shako-mae
さんばしどおりごちょうめ,Sanbashi-dōri Go-chōme
桟橋通五丁目,Sanbashi-dōri Go-chōme
はりまやばし,Harimayabashi
はりまや橋,Harimayabashi
でんてつたーみなるびるまえ,Dentetsu Taaminaru Biru-mae
デンテツターミナルビル前,Dentetsu Taaminaru Biru-mae
はすいけまちどおり,Hasuike-machi-dōri
蓮池町通,Hasuike-machi-dōri
こうちばし,Kōchibashi
高知橋,Kōchibashi
こうちえきまえ,Kōchiekimae
高知駅前,Kōchiekimae
さえんばちょう,Saenbachō
菜園場町,Saenbachō
ほうえいちょう,Hōeichō
宝永町,Hōeichō
ちよりちょういっちょうめ,Chiyori-chō Itchōme
知寄町一丁目,Chiyori-chō Itchōme
ちよりちょうにちょうめ,Chiyori-chō Ni-chōme
知寄町二丁目,Chiyori-chō Ni-chōme
ちよりちょう,Chiyori-chō
知寄町,Chiyori-chō
ちよりちょうさんちょうめ,Chiyori-chō San-chōme
知寄町三丁目,Chiyori-chō San-chōme
かずらしまばしひがしづめ,Kazurashimabashi-higashizume
葛島橋東詰,Kazurashimabashi-higashizume
あぞうの,Azōno
薊野,Azōno
にしたかす,Nishitakasu
西高須,Nishitakasu
けんりつびじゅつかんどおり,Kenritsu Bijutsukan-dōri
県立美術館通,Kenritsu Bijutsukan-dōri
たかす,Takasu
高須,Takasu
もんじゅどおり,Monjudōri
文珠通,Monjudōri
けらどおり,Keradōri
介良通,Keradōri
せきがわ,Sekigawa
関川,Sekigawa
とさいっく,Tosa Ikku
土佐一宮,Tosa Ikku
しんぎ,Shingi
新木,Shingi
ひがししんぎ,Higashishingi
東新木,Higashishingi
たべしまどおり,Tabeshimadōri
田辺島通,Tabeshimadōri
ぬのしだ,Nunoshida
布師田,Nunoshida
かこ,Kako
鹿児,Kako
ふなど,Funado
舟戸,Funado
きたうら,Kitaura
北浦,Kitaura
りょうせきどおり,Ryōsekidōri
領石通,Ryōsekidōri
せいわがくえんまえ,Seiwa Gakuen-mae
清和学園前,Seiwa Gakuen-mae
とさおおつ,Tosa Ōtsu
土佐大津,Tosa Ōtsu
いちじょうばし,Ichijōbashi
一条橋,Ichijōbashi
いよどい,Iyo Doi
伊予土居,Iyo Doi
みょうけんばし,Myōkenbashi
明見橋,Myōkenbashi
ながさき,Nagasaki
長崎,Nagasaki
こごめどおり,Kogomedōri
小篭通,Kogomedōri
ささばら,Sasabara
篠原,Sasabara
すみよしどおり,Sumiyoshidōri
住吉通,Sumiyoshidōri
ひがしこうぎょうまえ,Higashi Kōgyō-mae
東工業前,Higashi Kōgyō-mae
ごめんにしまち,Gomen Nishi-machi
ごめん西町,Gomen Nishi-machi
ごめんなかまち,Gomen Naka-machi
ごめん中町,Gomen Naka-machi
ごめん,Gomen
後免,Gomen
あかぼし,Akaboshi
赤星,Akaboshi
ごめんひがしまち,Gomen Higashimachi
ごめん東町,Gomen Higashimachi
後免東町,Gomen Higashimachi
ごめんまち,Gomen-machi
後免町,Gomen-machi
たてだ,Tateda
立田,Tateda
とさながおか,Tosa Nagaoka
土佐長岡,Tosa Nagaoka
のいち,Noichi
のいち,Noichi
いよさんがわ,Iyo Sangawa
伊予寒川,Iyo Sangawa
やまだにしまち,Yamada Nishimachi
山田西町,Yamada Nishimachi
よしかわ,Yoshikawa
よしかわ,Yoshikawa
とさやまだ,Tosa Yamada
土佐山田,Tosa Yamada
あかおか,Akaoka
あかおか,Akaoka
かがみ,Kagami
香我美,Kagami
やす,Yasu
夜須,Yasu
しんがい,Shingai
新改,Shingai
いよみしま,Iyo Mishima
伊予三島,Iyo Mishima
しげとう,Shigetō
繁藤,Shigetō
かくもだに,Kakumodani
角茂谷,Kakumodani
にしぶん,Nishibun
西分,Nishibun
とさきたがわ,Tosa Kitagawa
土佐北川,Tosa Kitagawa
おおすぎ,Ōsugi
大杉,Ōsugi
わじき,Wajiki
和食,Wajiki
あかの,Akano
赤野,Akano
かわのえ,Kawanoe
川之江,Kawanoe
とさあなない,Tosa Ananai
土佐穴内,Tosa Ananai
あなない,Ananai
穴内,Ananai
おおたぐち,Ōtaguchi
大田口,Ōtaguchi
きゅうじょうまえ,Kyūjōmae
球場前,Kyūjōmae
みのうら,Minoura
箕浦,Minoura
あき,Aki
安芸,Aki
とよなが,Toyonaga
豊永,Toyonaga
とよはま,Toyohama
豊浜,Toyohama
とさいわはら,Tosa Iwahara
土佐岩原,Tosa Iwahara
かんおんじ,Kanonji
観音寺,Kanonji
おおぼけ,Ōboke
大歩危,Ōboke
こぼけ,Koboke
小歩危,Koboke
あわかわぐち,Awa Kawaguchi
阿波川口,Awa Kawaguchi
もとやま,Motoyama
本山,Motoyama
ひじだい,Hijidai
比地大,Hijidai
いやぐち,Iyaguchi
祖谷口,Iyaguchi
たくま,Takuma
詫間,Takuma
たかせ,Takase
高瀬,Takase
みなわ,Minawa
三縄,Minawa
みの,Mino
みの,Mino
つしまのみや,Tsushima-no-Miya
津島ノ宮,Tsushima-no-Miya
かいがんじ,Kaiganji
海岸寺,Kaiganji
つぼじり,Tsubojiri
坪尻,Tsubojiri
さぬきさいだ,Sanuki Saida
讃岐財田,Sanuki Saida
あいのうら,Ainoura
相浦,Ainoura
まさる,Masaru
真申,Masaru
おおうらてんしゅどうした,Ōuratenshudōshita
大浦天主堂下,Ōuratenshudōshita
いしばし,Ishibashi
石橋,Ishibashi
すえたちばな,Suetachibana
すえたちばな,Suetachibana
さざ,Saza
佐々,Saza
だいがく,Daigaku
大学,Daigaku
おおうらかいがんどおり,Ōurakaigandōri
大浦海岸通り,Ōurakaigandōri
大浦海岸通,Ōurakaigandōri
でじま,Dejima
出島,Dejima
おおはと,Ōhato
大波止,Ōhato
しみんびょういんまえ,Shimin Byōin-mae
市民病院前,Shimin Byōin-mae
うらかみ,Urakami
浦上,Urakami
ぜんざまち,Zenzamachi
銭座町,Zenzamachi
もりまち,Morimachi
茂里町,Morimachi
えない,Enai
榎井,Enai
まるがめ,Marugame
丸亀,Marugame
しおいり,Shioiri
塩入,Shioiri
はざま,Hazama
羽間,Hazama
うたづ,Utazu
宇多津,Utazu
おかだ,Okada
岡田,Okada
くりくま,Kurikuma
栗熊,Kurikuma
はゆか,Hayuka
羽床,Hayuka
やそば,Yasoba
八十場,Yasoba
かもがわ,Kamogawa
鴨川,Kamogawa
くにみ,Kunimi
国見,Kunimi
ぐどう,Gudō
具同,Gudō
なかむら,Nakamura
中村,Nakamura
こつか,Kotsuka
古津賀,Kotsuka
にしおおがた,Nishiōgata
西大方,Nishiōgata
とおかわ,Tōkawa
十川,Tōkawa
とさいりの,Tosa Irino
土佐入野,Tosa Irino
とさしょうわ,Tosa Shōwa
土佐昭和,Tosa Shōwa
うきぶち,Ukibuchi
浮鞭,Ukibuchi
うみのおうむかえ,Uminoōmukae
海の王迎,Uminoōmukae
とさかみかわぐち,Tosa Kamikawaguchi
土佐上川口,Tosa Kamikawaguchi
とさたいしょう,Tosa Taishō
土佐大正,Tosa Taishō
ありいがわ,Ariigawa
有井川,Ariigawa
とさしらはま,Tosa Shirahama
土佐白浜,Tosa Shirahama
うついがわ,Utsuigawa
打井川,Utsuigawa
さがこうえん,Saga Kōen
佐賀公園,Saga Kōen
とささが,Tosa Saga
土佐佐賀,Tosa Saga
いよき,Iyoki
伊与喜,Iyoki
いえぢがわ,Iejigawa
家地川,Iejigawa
かいな,Kaina
荷稲,Kaina
わかい,Wakai
若井,Wakai
くぼかわ,Kubokawa
窪川,Kubokawa
にいた,Niita
仁井田,Niita
ろくたんじ,Rokutanji
六反地,Rokutanji
かげの,Kageno
影野,Kageno
とさくれ,Tosa Kure
土佐久礼,Tosa Kure
あわ,Awa
安和,Awa
とさしんじょう,Tosa Shinjō
土佐新荘,Tosa Shinjō
すさき,Susaki
須崎,Susaki
おおま,Ōma
大間,Ōma
おおのごう,Ōnogō
多ノ郷,Ōnogō
くて,Kute
久手,Kute
はね,Hane
波根,Hane
たぎ,Tagi
田儀,Tagi
おだ,Oda
小田,Oda
こうなん,Kōnan
江南,Kōnan
いずもたいしゃまえ,Izumo Taisha-mae
出雲大社前,Izumo Taisha-mae
いずもじんざい,Izumojinzai
